Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"687"	"IRF7"	"649.3"	"ARCHS4 Coexpression,792;Enrichr Queries,622;GTEx Coexpression,534"	"CXCL9,LAMP3,KCNA3,ITGB7,TRAF1"
"gene_set_query"	"688"	"FLI1"	"649.3"	"Literature ChIP-seq,132;ARCHS4 Coexpression,762;ENCODE ChIP-seq,104;Enrichr Queries,1287;ReMap ChIP-seq,262;GTEx Coexpression,1349"	"NGFR,COL24A1,GALNT15,LRRK2,ZBTB16,USP44,CAPN13,GJB2,ACOXL,FGF14,CYP24A1,PEBP4,ITGA11,CA4,MS4A15,CHI3L2,ITGB7,CCR7,CCDC33,SHANK3,AMZ1,PLXNA4,RSPO4,GPIHBP1"
"gene_set_query"	"689"	"ZNF98"	"649.7"	"ARCHS4 Coexpression,697;Enrichr Queries,157;GTEx Coexpression,1095"	"ACOXL,PCDH9,EYA2,SLCO4C1,COL6A6,NALCN,BMP7"
"gene_set_query"	"690"	"PPARD"	"651.3"	"Literature ChIP-seq,50;ARCHS4 Coexpression,1473;Enrichr Queries,771;GTEx Coexpression,311"	"GPM6A,LRRK2,FHL2,CDCA7,FBLN1,HSD17B6,ADRA1A,TP53AIP1,TUBB3,MB,ZNF385B,CPXM1,HES2,CAP2,TFAP2A,COL24A1,CCL21,PCDH9,CACNA2D2,BMP7,PGC,MMP11,GJB2,FGF14,CYP24A1,ITGA11,TRIM55"
"gene_set_query"	"691"	"ZFAT"	"653.0"	"ARCHS4 Coexpression,1064;Enrichr Queries,484;GTEx Coexpression,411"	"TENM4,PCDH9,ZBTB16,CCR7,TRAF1"
"gene_set_query"	"692"	"BHLHE23"	"654.5"	"ARCHS4 Coexpression,816;GTEx Coexpression,493"	"TUBB3,CCR7,TRAF1"
"gene_set_query"	"693"	"ZIK1"	"656.3"	"ARCHS4 Coexpression,547;Enrichr Queries,436;GTEx Coexpression,986"	"ZBTB16,USP44,CDCA7,CPXM1"
"gene_set_query"	"694"	"PIN1"	"656.5"	"ARCHS4 Coexpression,1005;GTEx Coexpression,308"	"TAGLN3,MAPT,GRIA3"
"gene_set_query"	"695"	"NKX22"	"656.5"	"ARCHS4 Coexpression,909;GTEx Coexpression,404"	"PCDH9,NALCN,GRIA3"
"gene_set_query"	"696"	"ZNF534"	"657.5"	"ARCHS4 Coexpression,795;GTEx Coexpression,520"	"GPM6A,MS4A15,MAPT"
"gene_set_query"	"697"	"ZSCAN18"	"658.0"	"ARCHS4 Coexpression,197;Enrichr Queries,927;GTEx Coexpression,850"	"GPM6A,ZBTB16,TAGLN3,MAPT,NALCN"
"gene_set_query"	"698"	"ZSCAN25"	"658.5"	"ARCHS4 Coexpression,866;GTEx Coexpression,451"	"ACOXL,PCDH9,FAM107A"
"gene_set_query"	"699"	"DUXA"	"659.0"	"ARCHS4 Coexpression,1460;Enrichr Queries,452;GTEx Coexpression,65"	"CDH6,TFAP2A,MFAP4,FGF14,ITGA10,ITGA11,PRELP,PKHD1L1"
"gene_set_query"	"700"	"ZNF32"	"660.0"	"ARCHS4 Coexpression,907;Enrichr Queries,682;GTEx Coexpression,391"	"GSTA4,DOK5,FHL2,CAP2"
"gene_set_query"	"701"	"EGR4"	"660.3"	"ARCHS4 Coexpression,439;Enrichr Queries,774;GTEx Coexpression,768"	"SYT12,CA4,NALCN,GRIA3"
"gene_set_query"	"702"	"ZFP42"	"660.5"	"Literature ChIP-seq,140;ARCHS4 Coexpression,711;Enrichr Queries,345;GTEx Coexpression,1446"	"GSTA4,TUBB3,USP44,SLCO4C1,KCNN2,BMP7"
"gene_set_query"	"703"	"ZNF878"	"661.0"	"ARCHS4 Coexpression,793;GTEx Coexpression,529"	"USP44,CCR7,TRAF1"
"gene_set_query"	"704"	"ZNF354A"	"662.3"	"ARCHS4 Coexpression,521;Enrichr Queries,668;GTEx Coexpression,798"	"GSTA4,IL1R2,FHL2"
"gene_set_query"	"705"	"SIX3"	"662.7"	"ARCHS4 Coexpression,519;Enrichr Queries,182;GTEx Coexpression,1287"	"CDH6,TFAP2A,ZBTB16,RORB,BMP7"
"gene_set_query"	"706"	"ZBTB32"	"663.3"	"ARCHS4 Coexpression,773;Enrichr Queries,240;GTEx Coexpression,977"	"IL1R2,CCR7,ITGB7,PDCD1LG2,TRAF1"
"gene_set_query"	"707"	"GCM1"	"664.0"	"ARCHS4 Coexpression,771;Enrichr Queries,273;GTEx Coexpression,948"	"TFAP2A,SYT12,IL1R2,ZBTB16,CCR7"
"gene_set_query"	"708"	"FOXD4L1"	"664.7"	"ARCHS4 Coexpression,627;Enrichr Queries,293;GTEx Coexpression,1074"	"TFAP2A,ZBTB16,ITGA11,ZNF385B,KCNMB4"
"gene_set_query"	"709"	"EBF4"	"665.0"	"ARCHS4 Coexpression,536;Enrichr Queries,128;GTEx Coexpression,1331"	"NGFR,EYA2,FBLN1,CPXM1,MAPT,FBLN2,BMP7"
"gene_set_query"	"710"	"ZNF491"	"665.0"	"ARCHS4 Coexpression,304;Enrichr Queries,625;GTEx Coexpression,1066"	"PCDH9,GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"711"	"HOXA13"	"665.7"	"ARCHS4 Coexpression,1065;Enrichr Queries,515;GTEx Coexpression,417"	"TFAP2A,COL24A1,ZBTB16,PI15"
"gene_set_query"	"712"	"PRDM13"	"665.7"	"ARCHS4 Coexpression,1055;Enrichr Queries,418;GTEx Coexpression,524"	"TFAP2A,ZBTB16,CCR7,TRAF1,BMP7"
"gene_set_query"	"713"	"ZFHX2"	"666.0"	"ARCHS4 Coexpression,104;Enrichr Queries,619;GTEx Coexpression,1275"	"GPM6A,TENM4,TUBB3,MAPT,TAGLN3"
"gene_set_query"	"714"	"ZNF362"	"666.0"	"ARCHS4 Coexpression,535;Enrichr Queries,1301;GTEx Coexpression,162"	"FGF14,ITGA10,ITGA11,PRELP,CPXM1"
"gene_set_query"	"715"	"SMAD4"	"667.0"	"Literature ChIP-seq,16;ARCHS4 Coexpression,963;Enrichr Queries,1117;ReMap ChIP-seq,68;GTEx Coexpression,1171"	"HS3ST3A1,TENM4,GALNT15,CPZ,FBLN2,ACOXL,KCNMB4,SLC39A8,KCNN2,TNS4,PLXNA4,RSPO4,CAP2,TFAP2A,IL11,PLLP,EYA2,ZBTB16,ANO4,BMP7,CYP24A1,DOK5,PKP1,CLDN18,PKHD1L1"
"gene_set_query"	"716"	"NR1H4"	"668.0"	"ARCHS4 Coexpression,455;Enrichr Queries,742;GTEx Coexpression,807"	"HSD17B6,FMO5"
"gene_set_query"	"717"	"USF1"	"669.4"	"ARCHS4 Coexpression,996;ENCODE ChIP-seq,74;Enrichr Queries,1074;ReMap ChIP-seq,149;GTEx Coexpression,1054"	"TUBB3,PRR15L,PEBP4,IL1R2,SLC39A8,ITGB7,TNS4,TRIM55"
"gene_set_query"	"718"	"ONECUT3"	"675.7"	"ARCHS4 Coexpression,732;Enrichr Queries,192;GTEx Coexpression,1103"	"TFAP2A,NGFR,GPM6A,TENM4,BMP7,HES2"
"gene_set_query"	"719"	"ZNF99"	"676.0"	"ARCHS4 Coexpression,565;Enrichr Queries,490;GTEx Coexpression,973"	"CDH6,ACOXL,COL6A6,BMP7"
"gene_set_query"	"720"	"ZNF667"	"676.7"	"ARCHS4 Coexpression,1339;Enrichr Queries,398;GTEx Coexpression,293"	"TENM4,PCDH9,ZBTB16,TAGLN3,NALCN"
"gene_set_query"	"721"	"ZNF703"	"677.0"	"ARCHS4 Coexpression,957;Enrichr Queries,566;GTEx Coexpression,508"	"TFAP2A,ZBTB16,FHL2,CAP2"
"gene_set_query"	"722"	"KLF14"	"678.0"	"ARCHS4 Coexpression,1039;Enrichr Queries,317"	"TFAP2A,NGFR,ZBTB16,HAS2"
"gene_set_query"	"723"	"ZNF697"	"678.7"	"ARCHS4 Coexpression,860;Enrichr Queries,582;GTEx Coexpression,594"	"FHL2,PDCD1LG2,TRAF1"
"gene_set_query"	"724"	"NFIL3"	"680.3"	"ARCHS4 Coexpression,823;Enrichr Queries,465;GTEx Coexpression,753"	"ZBTB16,IL1R2,LRRK2,FHL2"
"gene_set_query"	"725"	"RELB"	"681.0"	"ARCHS4 Coexpression,833;Enrichr Queries,601;ReMap ChIP-seq,48;GTEx Coexpression,1242"	"TP53AIP1,CXCL9,IL1R2,FHL2,CCR7,ITGB7,PDCD1LG2,TRAF1"
"gene_set_query"	"726"	"HOXA7"	"681.3"	"ARCHS4 Coexpression,630;Enrichr Queries,547;GTEx Coexpression,867"	"TFAP2A,ZBTB16,CPXM1,CAP2"
"gene_set_query"	"727"	"HOXA2"	"681.5"	"Literature ChIP-seq,162;ARCHS4 Coexpression,684;Enrichr Queries,422;GTEx Coexpression,1458"	"TFAP2A,MFAP4,ZBTB16,IL13RA2"
"gene_set_query"	"728"	"HOXA3"	"681.7"	"ARCHS4 Coexpression,1100;Enrichr Queries,288;GTEx Coexpression,657"	"TFAP2A,MFAP4,ZBTB16,FHL2,HAS2"
"gene_set_query"	"729"	"ZHX2"	"682.0"	"ARCHS4 Coexpression,933;Enrichr Queries,1132;ReMap ChIP-seq,177;GTEx Coexpression,486"	"MB,TUBB3,PRR15L,TRAF1,PGC,CAP2"
"gene_set_query"	"730"	"POU4F3"	"682.7"	"ARCHS4 Coexpression,1165;Enrichr Queries,496;GTEx Coexpression,387"	"TFAP2A,ZBTB16,ITGA10"
"gene_set_query"	"731"	"ZNF71"	"683.3"	"ARCHS4 Coexpression,303;Enrichr Queries,1108;GTEx Coexpression,639"	"DES,GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"732"	"ADNP2"	"684.0"	"ARCHS4 Coexpression,820;Enrichr Queries,1055;GTEx Coexpression,177"	"COL17A1,TFAP2A,USP44,PKP1,TNS4"
"gene_set_query"	"733"	"ZNF254"	"684.0"	"ARCHS4 Coexpression,188;Enrichr Queries,1166;GTEx Coexpression,698"	"GSTA4,TUBB3,PKHD1L1,TAGLN3"
"gene_set_query"	"734"	"LCORL"	"684.3"	"ARCHS4 Coexpression,320;Enrichr Queries,978;GTEx Coexpression,755"	"GSTA4,TUBB3,CDCA7"
"gene_set_query"	"735"	"ZNF608"	"685.7"	"ARCHS4 Coexpression,160;Enrichr Queries,1371;GTEx Coexpression,526"	"ALDH3B2,TENM4,GSTA4,TUBB3,PKP1,TAGLN3"
"gene_set_query"	"736"	"CEBPZ"	"686.0"	"ARCHS4 Coexpression,834;ENCODE ChIP-seq,75;Enrichr Queries,1083;ReMap ChIP-seq,200;GTEx Coexpression,1238"	"MMP11,PRR15L,USP44,CCR7"
"gene_set_query"	"737"	"ZNF2"	"686.0"	"ARCHS4 Coexpression,746;Enrichr Queries,626"	"ACOXL,CDCA7,FHL2"
"gene_set_query"	"738"	"TFDP3"	"686.3"	"ARCHS4 Coexpression,1087;Enrichr Queries,362;GTEx Coexpression,610"	"KEL,EYA2,CDCA7,IL13RA2,GRIA3"
"gene_set_query"	"739"	"TERF2"	"686.5"	"ARCHS4 Coexpression,1318;Enrichr Queries,1192;ReMap ChIP-seq,31;GTEx Coexpression,205"	"GPM6A,LRRK2,PRELP,TUBB3,MB,PEBP4,CCR7,ITGB7,TAGLN3,MAPT,TRIM55,CAP2"
"gene_set_query"	"740"	"PAX7"	"686.7"	"ARCHS4 Coexpression,1243;Enrichr Queries,109;GTEx Coexpression,708"	"TFAP2A,NGFR,TENM4,EYA2,ZBTB16,BMP7,CAP2"
"gene_set_query"	"741"	"SKIL"	"687.7"	"ARCHS4 Coexpression,548;Enrichr Queries,1258;GTEx Coexpression,257"	"MFAP4,LUM,USP44,COL6A6"
"gene_set_query"	"742"	"STAT6"	"688.3"	"Literature ChIP-seq,37;ARCHS4 Coexpression,984;Enrichr Queries,1263;GTEx Coexpression,469"	"ACOXL,PLLP,KCNA3,SLC39A8,MAPT,TRAF1,NALCN"
"gene_set_query"	"743"	"MYRFL"	"692.5"	"ARCHS4 Coexpression,754;GTEx Coexpression,631"	"CAPN13,PRR15L"
"gene_set_query"	"744"	"ZSCAN2"	"692.7"	"ARCHS4 Coexpression,602;Enrichr Queries,821;GTEx Coexpression,655"	"ACOXL,ZBTB16,BMP7"
"gene_set_query"	"745"	"MYBL1"	"692.8"	"Literature ChIP-seq,158;ARCHS4 Coexpression,1575;Enrichr Queries,557;GTEx Coexpression,481"	"KCNA3,CDCA7,FHL2,ITGB7"
"gene_set_query"	"746"	"SMAD1"	"693.6"	"Literature ChIP-seq,99;ARCHS4 Coexpression,622;Enrichr Queries,1331;ReMap ChIP-seq,252;GTEx Coexpression,1164"	"GSTA4,LGI4,MB,HAS2,SHANK3"
"gene_set_query"	"747"	"ETV4"	"693.8"	"ARCHS4 Coexpression,740;Enrichr Queries,449;ReMap ChIP-seq,152;GTEx Coexpression,1434"	"MMP11,TUBB3,PRR15L,USP44,CDCA7,FHL2,PGC"
"gene_set_query"	"748"	"ZNF90"	"694.0"	"ARCHS4 Coexpression,958;Enrichr Queries,423;GTEx Coexpression,701"	"USP44,SLCO4C1,CDCA7,PKHD1L1"
"gene_set_query"	"749"	"HOXD1"	"695.0"	"ARCHS4 Coexpression,1192;Enrichr Queries,179;GTEx Coexpression,714"	"TFAP2A,HHIP,ZBTB16,CA4,HES2"
"gene_set_query"	"750"	"TFDP1"	"695.5"	"ARCHS4 Coexpression,779;Enrichr Queries,899;ReMap ChIP-seq,234;GTEx Coexpression,870"	"KEL,PLLP,CDCA7"
"gene_set_query"	"751"	"ARID3A"	"695.6"	"ARCHS4 Coexpression,849;ENCODE ChIP-seq,91;Enrichr Queries,1254;ReMap ChIP-seq,153;GTEx Coexpression,1131"	"MMP11,GPM6A,PRR15L,CCR7,MAPT,HSD17B6,FMO5,CAP2"
"gene_set_query"	"752"	"ETV5"	"695.7"	"ARCHS4 Coexpression,1060;Enrichr Queries,799;GTEx Coexpression,228"	"FHL2,TAGLN3,ANO4,NALCN,GRIA3"
"gene_set_query"	"753"	"HOXA4"	"695.7"	"ARCHS4 Coexpression,1086;Enrichr Queries,406;GTEx Coexpression,595"	"NGFR,DES,ZBTB16,FHL2"
"gene_set_query"	"754"	"ZNF407"	"696.3"	"ARCHS4 Coexpression,118;Enrichr Queries,1081;GTEx Coexpression,890"	"CCL21,LRRK2,KCNA3,CAP2"
"gene_set_query"	"755"	"E2F8"	"697.0"	"ARCHS4 Coexpression,443;Enrichr Queries,859;GTEx Coexpression,789"	"KEL,CDCA7"
"gene_set_query"	"756"	"PBX4"	"698.0"	"ARCHS4 Coexpression,308;Enrichr Queries,943;GTEx Coexpression,843"	"CETP,KCNA3,PKHD1L1,TRAF1"
"gene_set_query"	"757"	"NR2C2"	"698.6"	"ARCHS4 Coexpression,1034;ENCODE ChIP-seq,99;Enrichr Queries,1047;ReMap ChIP-seq,253;GTEx Coexpression,1060"	"FBLN1,HSD17B6"
"gene_set_query"	"758"	"SGSM2"	"699.0"	"ARCHS4 Coexpression,539;GTEx Coexpression,859"	"TAGLN3,MAPT"
"gene_set_query"	"759"	"ZBTB12"	"699.3"	"ARCHS4 Coexpression,970;Enrichr Queries,578;GTEx Coexpression,550"	"MMP11,HS3ST3A1,CDCA7"
"gene_set_query"	"760"	"HOXC12"	"700.0"	"ARCHS4 Coexpression,1495;Enrichr Queries,380;GTEx Coexpression,225"	"COL17A1,TFAP2A,GJB2,ZBTB16,PKP1,TNS4"
"gene_set_query"	"761"	"VEZF1"	"700.3"	"ARCHS4 Coexpression,314;Enrichr Queries,981;GTEx Coexpression,806"	"DES,GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"762"	"LEUTX"	"700.7"	"ARCHS4 Coexpression,1484;Enrichr Queries,326;GTEx Coexpression,292"	"TENM4,CCR7,ITGB7,TRAF1,ANO4,HES2,PLXNA4"
"gene_set_query"	"763"	"GLIS3"	"701.3"	"ARCHS4 Coexpression,634;Enrichr Queries,747;GTEx Coexpression,723"	"CDH6,TENM4,PKHD1L1"
"gene_set_query"	"764"	"SCMH1"	"701.5"	"ARCHS4 Coexpression,837;GTEx Coexpression,566"	"DES"
"gene_set_query"	"765"	"ZNF197"	"701.5"	"ARCHS4 Coexpression,124;Enrichr Queries,1378;ReMap ChIP-seq,130;GTEx Coexpression,1174"	"MMP11,TENM4,GSTA4,TUBB3,FHL2,TRAF1,PKHD1L1,TAGLN3"
"gene_set_query"	"766"	"POU5F1B"	"701.5"	"ARCHS4 Coexpression,788;GTEx Coexpression,615"	"USP44,NALCN"
"gene_set_query"	"767"	"ZNF597"	"702.3"	"ARCHS4 Coexpression,690;Enrichr Queries,512;GTEx Coexpression,905"	"ZBTB16,FHL2,PRELP"
"gene_set_query"	"768"	"SP2"	"702.6"	"ARCHS4 Coexpression,1097;ENCODE ChIP-seq,108;Enrichr Queries,1190;ReMap ChIP-seq,211;GTEx Coexpression,907"	"MFAP4,PRR15L"
"gene_set_query"	"769"	"MXI1"	"703.4"	"ARCHS4 Coexpression,396;ENCODE ChIP-seq,81;Enrichr Queries,1310;ReMap ChIP-seq,265;GTEx Coexpression,1465"	"CDH6,TFAP2A,GPM6A,TUBB3,LRRK2,MAPT,PDGFRL"
"gene_set_query"	"770"	"ZNF256"	"703.7"	"ARCHS4 Coexpression,512;Enrichr Queries,827;GTEx Coexpression,772"	"COL17A1,ZBTB16,USP44"
"gene_set_query"	"771"	"TBX6"	"704.0"	"ARCHS4 Coexpression,877;Enrichr Queries,1008;GTEx Coexpression,227"	"TP53AIP1,ALDH3B2,GJB2,ACOXL,HES2"
"gene_set_query"	"772"	"ZNF655"	"704.3"	"ARCHS4 Coexpression,700;Enrichr Queries,743;GTEx Coexpression,670"	"DOK5,FHL2,KCNA3"
"gene_set_query"	"773"	"NCOA2"	"704.8"	"ARCHS4 Coexpression,623;Enrichr Queries,1087;ReMap ChIP-seq,8;GTEx Coexpression,1101"	"PLLP,LRRK2,CPZ,BMP7,CYP24A1,SYT12,DOK5,CA4,CHI3L2,CCR7,PKHD1L1,AMZ1,GPIHBP1"
"gene_set_query"	"774"	"NRF1"	"705.2"	"ARCHS4 Coexpression,650;ENCODE ChIP-seq,82;Enrichr Queries,1294;ReMap ChIP-seq,271;GTEx Coexpression,1229"	"TFAP2A,GSTA4,PKHD1L1,TRAF1,CPZ"
"gene_set_query"	"775"	"ZNF438"	"707.7"	"ARCHS4 Coexpression,327;Enrichr Queries,801;GTEx Coexpression,995"	"CETP,LRRK2,F13A1"
"gene_set_query"	"776"	"ZFPM1"	"707.7"	"ARCHS4 Coexpression,376;Enrichr Queries,918;GTEx Coexpression,829"	"TFAP2A,KEL,ZBTB16,PGC"
"gene_set_query"	"777"	"ZNF714"	"708.0"	"ARCHS4 Coexpression,499;Enrichr Queries,713;GTEx Coexpression,912"	"CDCA7,NALCN"
"gene_set_query"	"778"	"RBPJ"	"708.2"	"Literature ChIP-seq,127;ARCHS4 Coexpression,555;Enrichr Queries,1260;ReMap ChIP-seq,61;GTEx Coexpression,1538"	"CETP,GALNT15,IL1R2,USP44,KCNA3,PDCD1LG2,TRAF1,SYT12,CHI3L2,CCR7,ITGB7,CPXM1,AMZ1"
"gene_set_query"	"779"	"NFYB"	"708.8"	"ARCHS4 Coexpression,675;ENCODE ChIP-seq,83;Enrichr Queries,1020;ReMap ChIP-seq,188;GTEx Coexpression,1578"	"IL11,PCDH9,GSTA4,TUBB3,PRR15L,USP44,SLCO4C1,RORB"
"gene_set_query"	"780"	"KLF8"	"709.3"	"ARCHS4 Coexpression,1365;Enrichr Queries,744;GTEx Coexpression,19"	"TP53AIP1,COL17A1,TFAP2A,ALDH3B2,PKP1,TNS4,HES2,FBLN2"
"gene_set_query"	"781"	"HOXA5"	"710.0"	"ARCHS4 Coexpression,1310;Enrichr Queries,464;GTEx Coexpression,356"	"TFAP2A,GSTA4,ZBTB16,FHL2,KCNN2"
"gene_set_query"	"782"	"ATF4"	"710.3"	"ARCHS4 Coexpression,990;Enrichr Queries,1169;ReMap ChIP-seq,29;GTEx Coexpression,653"	"CETP,MMP11,MFAP4,DES,MB,FHL2,CCR7,FOLR2,AMZ1"
"gene_set_query"	"783"	"ZNF57"	"710.3"	"ARCHS4 Coexpression,1511;Enrichr Queries,511;GTEx Coexpression,109"	"COL17A1,TFAP2A,ALDH3B2,LAMP3,CDCA7,PKP1,TNS4"
"gene_set_query"	"784"	"CREB3"	"710.8"	"ARCHS4 Coexpression,1059;Enrichr Queries,702;ReMap ChIP-seq,224;GTEx Coexpression,858"	"ALDH3B2,FHL2"
"gene_set_query"	"785"	"MEF2B"	"712.0"	"ARCHS4 Coexpression,753;Enrichr Queries,1181;ReMap ChIP-seq,38;GTEx Coexpression,876"	"ALDH3B2,SYT12,TUBB3,LAMP3,PEBP4,LRRK2,CHI3L2,ZNF385B,ITGB7,TRAF1"
"gene_set_query"	"786"	"ZNF112"	"712.0"	"ARCHS4 Coexpression,202;GTEx Coexpression,1222"	"GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"787"	"ZNF497"	"716.7"	"ARCHS4 Coexpression,966;Enrichr Queries,530;GTEx Coexpression,654"	"SYT12,PCDH9,TUBB3"
"gene_set_query"	"788"	"ZNF267"	"718.3"	"ARCHS4 Coexpression,694;Enrichr Queries,732;GTEx Coexpression,729"	"LAMP3,CCR7,TRAF1"
"gene_set_query"	"789"	"ATF5"	"718.3"	"ARCHS4 Coexpression,483;Enrichr Queries,1196;GTEx Coexpression,476"	"HSD17B6,TRAF1,ADRA1A"
"gene_set_query"	"790"	"NR2F6"	"718.5"	"ARCHS4 Coexpression,1125;Enrichr Queries,779;ReMap ChIP-seq,136;GTEx Coexpression,834"	"MMP11,BPIFB1,PRR15L,PLLP,FHL2,FBLN1"
"gene_set_query"	"791"	"HOXB9"	"719.3"	"ARCHS4 Coexpression,1115;Enrichr Queries,300;GTEx Coexpression,743"	"TFAP2A,NGFR,GJB2,PRR15L,BMP7"
"gene_set_query"	"792"	"ZBTB8B"	"719.5"	"ARCHS4 Coexpression,1431;GTEx Coexpression,8"	"PCDH9,TUBB3,FAM107A,TAGLN3,MAPT,NALCN,AMZ1"
"gene_set_query"	"793"	"JUND"	"719.7"	"Literature ChIP-seq,69;ARCHS4 Coexpression,1356;ENCODE ChIP-seq,6;Enrichr Queries,1313;ReMap ChIP-seq,155;GTEx Coexpression,1419"	"IL11,COL24A1,LRRK2,FHL2,CYP24A1,KEL,CCL7,GSTA4,SYT12,TUBB3,DOK5,MB,CTSK,ITGA11,PI15,SLC39A8,TNS4,PAMR1,GRIA3,TRIM55"
"gene_set_query"	"794"	"YBX2"	"721.7"	"ARCHS4 Coexpression,641;Enrichr Queries,232;GTEx Coexpression,1292"	"NGFR,PRR15L,ZBTB16,CA4,MAPT,BMP7"
"gene_set_query"	"795"	"ZNF367"	"722.0"	"ARCHS4 Coexpression,345;Enrichr Queries,679;GTEx Coexpression,1142"	"CETP,CDCA7,F13A1"
"gene_set_query"	"796"	"HSFY2"	"723.0"	"ARCHS4 Coexpression,969;GTEx Coexpression,477"	"SYT12,MAPT"
"gene_set_query"	"797"	"ZSCAN26"	"723.5"	"ARCHS4 Coexpression,238;GTEx Coexpression,1209"	"GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"798"	"ZNF587B"	"724.5"	"ARCHS4 Coexpression,541;GTEx Coexpression,908"	"USP44"
"gene_set_query"	"799"	"ZNF781"	"725.0"	"ARCHS4 Coexpression,696;Enrichr Queries,480;GTEx Coexpression,999"	"PCDH9,COL24A1,ZBTB16,PLXNA4"
"gene_set_query"	"800"	"ZNF232"	"725.7"	"ARCHS4 Coexpression,888;Enrichr Queries,408;GTEx Coexpression,881"	"TFAP2A,DES,USP44,CDCA7,FHL2"
"gene_set_query"	"801"	"ELK4"	"726.0"	"ARCHS4 Coexpression,1364;ENCODE ChIP-seq,90;Enrichr Queries,1025;ReMap ChIP-seq,286;GTEx Coexpression,865"	"PCDH9,TRAF1,NALCN,CAP2"
"gene_set_query"	"802"	"RHOXF1"	"726.7"	"ARCHS4 Coexpression,910;Enrichr Queries,239;GTEx Coexpression,1031"	"GJB2,PRR15L,ZBTB16,IL1R2,PI15,PAMR1"
"gene_set_query"	"803"	"CHCHD3"	"728.0"	"ARCHS4 Coexpression,1140;GTEx Coexpression,316"	"MB,PEBP4,CAP2"
"gene_set_query"	"804"	"HBP1"	"728.5"	"ARCHS4 Coexpression,822;Enrichr Queries,1349;ReMap ChIP-seq,213;GTEx Coexpression,530"	"MMP11,PRR15L,ZBTB16,CCR7,TAGLN3"
"gene_set_query"	"805"	"FOXN3"	"729.0"	"ARCHS4 Coexpression,432;Enrichr Queries,875;GTEx Coexpression,880"	"DES,MB,ZBTB16"
"gene_set_query"	"806"	"ZBTB7B"	"729.3"	"ARCHS4 Coexpression,1170;Enrichr Queries,962;GTEx Coexpression,56"	"COL17A1,TFAP2A,ALDH3B2,PKP1,TNS4,HES2"
"gene_set_query"	"807"	"RREB1"	"730.0"	"ARCHS4 Coexpression,826;Enrichr Queries,1023;GTEx Coexpression,341"	"ALDH3B2,TAGLN3,NALCN,HES2"
"gene_set_query"	"808"	"AKAP8"	"732.3"	"ARCHS4 Coexpression,1120;Enrichr Queries,973;GTEx Coexpression,104"	"PCDH9,FAM107A,NALCN,AMZ1,GRIA3"
"gene_set_query"	"809"	"ZNF600"	"733.3"	"ARCHS4 Coexpression,1134;Enrichr Queries,651;GTEx Coexpression,415"	"PCDH9,DOK5,LAMP3"
"gene_set_query"	"810"	"LHX3"	"734.0"	"ARCHS4 Coexpression,1079;Enrichr Queries,509;GTEx Coexpression,614"	"TFAP2A,TENM4,EYA2"
"gene_set_query"	"811"	"NRL"	"734.0"	"ARCHS4 Coexpression,349;Enrichr Queries,510;GTEx Coexpression,1343"	"ZBTB16,ZNF385B,RORB,HES2"
"gene_set_query"	"812"	"HMG20B"	"735.0"	"ARCHS4 Coexpression,839;Enrichr Queries,895;GTEx Coexpression,471"	"TFAP2A,FHL2,TAGLN3,MAPT"
"gene_set_query"	"813"	"ZNF415"	"736.0"	"ARCHS4 Coexpression,924;Enrichr Queries,368;GTEx Coexpression,916"	"PCDH9,GSTA4,LUM,LAMP3,ZBTB16"
"gene_set_query"	"814"	"ZNF214"	"738.3"	"ARCHS4 Coexpression,328;Enrichr Queries,541;GTEx Coexpression,1346"	"GSTA4,LUM,TUBB3,ZBTB16"
"gene_set_query"	"815"	"ZNF813"	"739.0"	"ARCHS4 Coexpression,557;GTEx Coexpression,921"	"ACOXL"
"gene_set_query"	"816"	"HOXB3"	"739.0"	"ARCHS4 Coexpression,885;Enrichr Queries,528;GTEx Coexpression,804"	"TFAP2A,DES,FHL2,CPXM1"
"gene_set_query"	"817"	"GABPA"	"739.8"	"Literature ChIP-seq,40;ARCHS4 Coexpression,1277;ENCODE ChIP-seq,22;Enrichr Queries,1223;ReMap ChIP-seq,274;GTEx Coexpression,1603"	"PCDH9,GSTA4,TUBB3,PI15,HAS2,RORB,NALCN,CXCL5,CAP2"
"gene_set_query"	"818"	"ZNF132"	"740.3"	"ARCHS4 Coexpression,371;Enrichr Queries,635;GTEx Coexpression,1215"	"PCDH9,TENM4,ZBTB16,CCR7"
"gene_set_query"	"819"	"NFYA"	"740.4"	"ARCHS4 Coexpression,1102;ENCODE ChIP-seq,101;Enrichr Queries,1235;ReMap ChIP-seq,235;GTEx Coexpression,1029"	"PCDH9,PRR15L,MAPT"
"gene_set_query"	"820"	"ZNF354C"	"741.0"	"ARCHS4 Coexpression,357;Enrichr Queries,460;GTEx Coexpression,1406"	"TENM4,GSTA4,TUBB3,HAS2,RORB"
